game,map,worldSize,materialSize,yScale,waterLevel,minH,maxH,meanH,reliefM,meanSlopeDeg,steepPct,landPct,cps,cpSpacingMedian,cpSpacingMin,vehicles,soldierSpawns,spawnToCpMedian,objects,templates,objPerKm2,combatArea,combatPct,deathPct,materials
BF1942,Portico_Island,2048,512,0.6,36,0,105.49,4.216,105.49,1.369,1.968,4.89,4,198.503,152.257,16,16,28.417,647,32,154.257,1,100,0,2
BF1942,Port_Lemo,1024,256,0.5,75,55.861,113.33,80.303,57.469,12.434,8.235,74.93,6,155.263,126.91,30,58,49.837,420,67,400.543,1,100,52.341,6
BF1942,Pripit_Road,1024,256,0.6,75,58.291,81.705,74.413,23.414,7.98,0.741,59.212,7,272.875,140.209,17,42,23.894,1163,52,1109.123,1,100,30.373,6
BF1942,quest_for_adventure,2048,512,2,75,0,287.195,200.51,287.195,5.339,7.671,85.146,7,96.421,35.125,62,6,72.328,791,38,188.589,1,100,0,1
BF1942,ramelle,2048,512,0.6,75,60.129,153,91.975,92.871,14.288,14.072,91.378,5,103.082,100.252,17,86,24.78,823,81,196.219,1,100,0,8
BF1942,Red_Sky,2048,512,0.6,0,56.016,102.523,79.634,46.507,6.482,0.25,100,6,486.803,338.073,51,43,33.844,1212,60,288.963,1,100,20.97,6
BF1942,Reichsbahn,2048,512,0.6,55,43.905,121.001,76.14,77.095,10.182,3.738,95.567,7,176.467,166.633,38,21,17.524,1560,160,371.933,1,25,90.053,5
BF1942,Remagen,2048,512,1,124,101.625,191.395,156.532,89.77,9.583,3.193,86.369,6,250.684,127.223,36,26,29.774,640,87,152.588,1,28.849,7.174,7
BF1942,Rheinmetall_Panzer,2048,512,0.6,21,0,151.179,16.722,151.179,6.694,9.92,14.786,7,82.755,47.75,67,25,21.592,1695,95,404.12,1,6.25,94.991,5
BF1942,RM_Pearl_Harbor2,2048,512,0.6,99,55.233,133.35,81.679,78.117,4.616,2.762,10.445,2,1716.343,1716.343,70,3,57.267,1003,72,239.134,1,100,22.969,9
BF1942,Rostov,2048,512,0.7,81.9,4.085,120.723,91.266,116.638,9.002,6.054,93.068,7,244.908,188.179,41,39,30.738,1390,108,331.402,0,0,50.538,7
BF1942,RtL_Hastings,1024,256,0.6,51,48,69.08,58.352,21.08,4.815,0.52,84.567,6,347.132,290.545,21,18,27.88,2045,85,1950.264,1,100,0.391,1
BF1942,Russlandsturm_REBUILD_BETA,1024,256,0.6,69,48.183,92.944,75.404,44.761,12.997,8.072,82.909,6,280.283,229.698,60,33,19.401,1883,97,1795.769,1,100,16.974,6
BF1942,Sadiz_Assault,2048,512,0.6,79,76.2,99.755,76.48,23.555,0.461,0.05,3.827,3,374.397,374.397,14,33,35.855,938,30,223.637,1,100,0,3
BF1942,saintsauveur,2048,512,0.6,75,56.119,98.784,79.553,42.666,8.534,2.436,94.942,7,319.958,230.71,70,15,31.941,2047,58,488.043,1,100,63.17,7
BF1942,salerno_vanilla,1024,256,0.6,73,65.112,153,100,87.888,18.992,20.263,92.47,5,226.468,175.915,38,34,45.183,516,41,492.096,1,100,22.925,6
BF1942,schneeman,1024,256,0.6,71,71.405,131.292,87.476,59.888,11.627,5.275,100,7,133.88,108.605,20,35,17.17,1081,44,1030.922,1,100,51.918,2
BF1942,Sea_Conquest,4096,1024,0.1,75,0,13.091,2.982,13.091,0.445,0.098,0,2,5233.125,5233.125,36,2,2,0,0,0,1,100,0,3
BF1942,ship,1024,256,0.7,73,60.006,115.035,73.206,55.029,3.831,3.743,25.038,4,386.367,364.066,34,21,66.09,709,77,676.155,0,0,24.542,5
BF1942,short_hurdles,1024,256,0.6,0,76.2,76.2,76.2,0,0,0,100,3,35.03,35.03,14,15,4.55,41,8,39.101,1,100,0,1
BF1942,siege_vii,1024,256,0.6,62,0,94.481,22.82,94.481,4.815,6.79,25.801,5,145.479,122.124,26,22,30.649,425,61,405.312,1,100,61.388,7
BF1942,sm_ZWEIT,1024,256,0.6,0,0,153,29.978,153,19.378,31.113,50.282,6,92.298,82.666,33,18,22.638,722,54,688.553,1,100,0,6
BF1942,sniper_challenge,1024,256,2,0,250.797,298.094,255.56,47.297,1.694,1.289,100,7,219.218,166.121,123,57,108.749,780,61,743.866,1,100,0,6
BF1942,Snow_El_Alamein,2048,512,0.6,16,0,152.4,51.971,152.4,12.586,11.877,99.329,5,673.347,640.979,48,21,39.761,898,43,214.1,0,0,0,2
BF1942,Solomon_Islands,2048,512,0.6,95,0,114.602,16.245,114.602,3.196,3.523,2.979,4,167.983,86.724,20,12,25.026,231,22,55.075,0,0,0,1
BF1942,SPR_Radar_Assault_beta,1024,256,0.6,0,76.2,152.667,88.324,76.467,6.952,6.822,100,2,355.667,355.667,2,4,9.259,597,18,569.344,1,100,29.056,3
BF1942,Stalingrad,1024,256,0.7,24,0,44.089,26.456,44.089,3.559,4.148,68.462,5,61.751,55.021,17,39,14.937,649,64,618.935,1,16.504,92.908,3
BF1942,stalingrad_winter_final,1024,256,0.7,24,0,44.089,26.456,44.089,3.559,4.148,68.462,5,116.046,88.287,23,55,21.192,639,65,609.398,1,16.504,91.557,3
BF1942,stonehenge,2048,512,0.6,0,38.597,90.909,63.909,52.313,4.211,0.033,100,3,538.797,538.797,44,12,49.569,1924,29,458.717,1,56.25,84.186,2
BF1942,strasbourg,2048,512,0.6,82,49.397,144.9,106.666,95.503,8.548,3.368,92.391,6,150.176,118.516,36,40,62.873,1649,170,393.152,1,100,66.431,8
BF1942,Supply_line,1024,256,0.6,75,41.566,133.109,90.08,91.542,25.858,40.245,83.257,5,270.385,229.965,41,90,24.948,1711,126,1631.737,1,100,47.281,9
BF1942,Takeshi_Castle,1024,256,0.6,75,29.953,153,76.238,123.047,10.087,13.112,88.373,7,200.625,101.646,62,9,22.208,655,54,624.657,1,100,0,1
BF1942,Tankers_Hell,1024,256,0.6,80,76.2,97.823,77.004,21.623,1.062,0.029,8.476,3,230.43,230.43,14,10,24.662,527,15,502.586,1,100,85.252,4
BF1942,tank_bowl,1024,256,0.6,0,30.497,83.077,74.766,52.58,2.189,1.27,100,3,105.888,105.888,24,24,110.262,211,18,201.225,1,100,0,2
BF1942,tank_challenge,2048,512,0.6,75,36.813,135.572,79.028,98.759,8.099,8.948,96.135,8,617.845,390.109,167,34,246.393,2042,167,486.851,1,100,0,10
BF1942,Tanquilizer,1024,256,0.6,75,57.741,153,75.187,95.259,4.013,2.361,72.392,3,535.806,535.806,30,10,11.911,152,5,144.959,1,100,0,1
BF1942,Tatouine,2048,512,0.6,0,52.807,107.088,76.318,54.281,8.954,0.111,100,6,465.63,447.3,28,36,27.678,137,23,32.663,1,100,0,1
BF1942,tatouine_vii,2048,512,0.6,0,52.807,107.088,76.318,54.281,8.954,0.111,100,6,465.63,447.3,33,36,27.678,137,23,32.663,1,100,0,1
BF1942,The_Bridge,1024,256,1,91,52.344,214.672,139.482,162.328,22.081,30.676,91.899,6,317.45,251.163,50,14,66.621,1167,69,1112.938,1,100,45.345,7
BF1942,The_forest_of_death,1024,256,2,214,28.68,264.305,244.352,235.625,18.012,11.742,92.041,6,144.346,109.871,11,6,21.221,1073,4,1023.293,1,100,83.421,5
BF1942,The_Gauntlet,2048,512,0.6,97,76.2,111.593,77.575,35.393,0.893,0.029,2.056,1,0,0,13,17,1333.872,179,9,42.677,1,100,0,3
BF1942,The_Great_Air_War,2048,512,0.1,0,12.223,13.068,12.708,0.845,0.206,0,100,7,129.887,120,260,10,39.296,0,0,0,1,100,0,2
BF1942,The_Great_Pursuit,2048,512,0.7,92,77.391,141.646,106.939,64.255,5.825,3.177,85.589,7,133.626,127.973,27,32,22.183,1282,68,305.653,1,31.806,91.962,4
BF1942,The_Night_Of_Nights,4096,1024,0.6,34,0,115.181,11.773,115.181,1.544,0.733,15.945,6,243.01,111.797,25,20,24.559,2039,100,121.534,1,100,5.917,2
BF1942,The_Road_to_Berlin,1024,256,0.6,68,42.499,130.441,83.027,87.942,18.599,24.474,86.436,7,251.867,197.326,33,74,36.587,1960,119,1869.202,1,100,10.518,8
BF1942,Tigerpass,2048,512,0.8,31,20.009,204,101.409,183.991,25.59,36.842,95.201,7,154.104,87.416,18,28,57.935,2054,104,489.712,1,100,94.535,5
BF1942,TIGER_ACE,1024,256,0.6,0,59.032,153,84.774,93.968,7.676,7.596,100,4,360.44,321.174,18,12,26.105,430,23,410.08,1,100,0,1
BF1942,Titan_Pass,1024,256,0.6,0,68.899,138.766,84.202,69.867,12.078,3.977,100,7,67.527,64.402,8,42,21.307,416,53,396.729,1,100,0,4
BF1942,titan_pass_vii,1024,256,0.6,0,68.899,138.766,84.202,69.867,12.078,3.977,100,7,67.527,64.402,14,42,21.307,416,53,396.729,1,100,0,4
BF1942,tl_aberdeen,1024,256,0.6,0,48.813,121.273,86.816,72.459,12.331,8.73,100,7,256.324,147.062,31,40,18.211,193,36,184.059,0,0,33.401,5
BF1942,tl_battle_of_africa,1024,256,0.6,74,31.767,142.847,97.443,111.08,22.997,36.874,98.28,5,294.693,277.722,15,12,14.148,194,58,185.013,1,100,0,3
BF1942,tl_cambrai,1024,256,0.6,75,0,98.269,73.77,98.269,9.497,11.107,79.729,3,335.203,335.203,12,8,30.567,246,31,234.604,1,100,55.135,5
BF1942,tl_kursker_bow,2048,512,0.6,75,0,116.198,74.564,116.198,7.27,11.397,87.958,5,293.208,222.044,12,10,47.971,933,19,222.445,1,100,87.717,4
BF1942,tl_panzer_war,1024,256,0.6,75,51.593,126.211,79.062,74.618,8.473,12.92,97.305,3,297.971,297.971,16,10,8.223,637,24,607.491,1,100,0,3
BF1942,tl_sunset,2048,512,0.6,75,40.61,139.444,78.416,98.834,5.675,5.569,98.893,5,196.209,185.612,12,10,18.726,293,13,69.857,1,100,69.71,3
BF1942,tl_tankevent,1024,256,0.7,0,77.93,106.665,88.833,28.736,6.582,0.085,100,3,416.59,416.59,12,10,33.473,122,8,116.348,1,100,0,1
BF1942,tl_tank_arena,1024,256,0.1,0,9.118,25.5,14.212,16.382,3.377,3.942,100,3,327.246,327.246,16,4,15.986,195,22,185.967,1,100,74.864,4
BF1942,Tobruk,4096,1024,0.6,25,0,124.692,13.967,124.692,3.791,3.364,21.067,7,126.449,121.25,26,57,11.821,751,39,44.763,1,25,92.003,4
BF1942,tobruk2,4096,1024,0.6,25,0,124.692,12.564,124.692,3.379,3.08,17.695,8,132.568,121.25,106,81,12.562,1473,60,87.798,1,25,86.985,2
BF1942,Toujane_Tunisia,1024,256,0.6,0,74.299,94.563,77.53,20.264,3.175,0.281,100,6,94.82,94.704,22,23,23.745,649,68,618.935,1,100,93.092,2
BF1942,trench,1024,256,0.6,33,69.558,135.049,76.826,65.491,3.434,5.576,100,5,107.606,106.222,14,8,16.231,1793,56,1709.938,1,100,0,2
BF1942,Truk,2048,512,0.6,75,0,112.064,5.481,112.064,2.741,3.966,2.811,5,149.964,100.942,39,28,30.05,2723,34,649.214,1,100,0,4
BF1942,try,1024,256,0.6,0,53.845,129.183,81.33,75.338,10.608,14.636,100,5,226.286,220.306,14,12,16.295,1511,66,1441.002,1,100,78.987,4
BF1942,Uberdeen,1024,256,0.6,0,48.813,121.273,86.816,72.459,12.331,8.73,100,7,276.472,147.474,51,49,18.162,193,36,184.059,0,0,33.401,5
BF1942,un_berlin,2048,512,0.6,35,0,40.882,2.369,40.882,0.19,0.198,5.957,5,73.989,64.316,10,33,17.027,317,45,75.579,1,6.25,99.006,2
BF1942,Un_ihantala,2048,512,0.6,75,50.714,104.22,77.158,53.505,12.168,1.753,65.318,6,129.014,104.485,17,18,14.949,1589,46,378.847,1,100,94.944,3
BF1942,up_and_down,1024,256,0.6,0,69.827,153,77.079,83.173,1.061,1.432,100,2,25.503,25.503,15,10,50.473,82,12,78.201,1,100,5.17,2
BF1942,ural_foothills,1024,256,1,40,21.203,233.242,122.447,212.039,26.217,44.017,93.477,5,163.252,121.667,42,20,21.536,1053,57,1004.219,0,0,0,6
BF1942,Vegrandis,2048,512,0.6,67,45.661,101.131,50.238,55.47,1.018,1.776,2.333,5,137.537,121.402,16,10,35.873,553,33,131.846,1,100,0,4
BF1942,Volga_Heat,1024,256,0.6,75,54.755,93.258,77.955,38.503,4.755,0.517,88.524,6,208.767,93.254,20,42,32.422,1041,48,992.775,1,100,0,3
BF1942,Wake,2048,512,0.6,95,44.4,128.426,60.148,84.026,2.427,3.205,5.265,5,224.271,205.089,32,17,35.84,747,38,178.099,0,0,0,3
BF1942,wake_a_new_day,2048,512,0.6,94,37.971,153,63.516,115.029,3.844,5.375,11.146,7,260.593,205.088,80,28,42.9,1782,127,424.862,1,100,0,6
BF1942,warschau,1024,256,0.6,35,71.4,106.2,78.147,34.8,5.063,6.048,100,7,133.147,100.815,53,34,25.994,782,85,745.773,1,100,64.523,4
BF1942,western_assault,1024,256,0.6,67,40.659,97.603,75.044,56.944,11.337,7.922,93.35,7,139.016,128.575,38,23,22.909,1563,108,1490.593,1,100,30.266,8
BF1942,WH_Assault,1024,256,0.6,0,76.2,76.2,76.2,0,0,0,100,2,110.698,110.698,0,6,13.159,17,11,16.212,1,100,0,1
BF1942,Wintersturm,2048,512,0.7,84,75.904,172.553,96.556,96.649,7.103,7.606,93.765,6,487.234,440.182,55,38,32.347,1251,90,298.262,1,100,22.028,7
BF1942,winter_cross,1024,256,1,0,120.59,255,153.066,134.41,34.392,61.827,100,6,62.908,58.052,9,26,20.529,852,87,812.531,1,100,89.708,6
BF1942,Winter_Land,1024,256,0.6,73,73.615,143.634,118.202,70.02,9.578,6.913,100,5,193.619,187.539,27,36,17.765,1149,39,1095.772,1,100,50.229,2
BF1942,Wolf_Island,2048,512,0.4,75,48.52,102,51.692,53.48,1.205,2.009,1.953,5,190.836,112.873,21,30,31.862,206,40,49.114,1,100,0,3
BF1942,wolf_island_vii,2048,512,0.4,75,48.52,102,51.692,53.48,1.205,2.009,1.953,5,190.836,112.873,34,30,31.862,206,40,49.114,1,100,0,3
BF1942,Woodland_Skirmish,1024,256,0.6,68,75.506,107.262,79.455,31.755,5.346,2.599,100,5,110.386,108.314,11,20,15.029,4025,47,3838.539,1,100,94.658,3
BF1942,Wows,4096,1024,0.1,75,0,13.175,2.98,13.175,0.447,0.098,0,4,357.427,120,19,2,10,0,0,0,1,100,0,3
BF1942,XhAOS_RIFT,2048,512,0.6,16,0,153.598,84.823,153.598,27.89,41.871,97.908,7,456.209,137.357,62,25,33.282,1053,90,251.055,0,0,0,11
BF1942,Zero_Hour,1024,256,0.6,75,48.984,110.255,65.05,61.27,8.101,6.662,23.454,6,179.754,173.435,16,46,62.963,488,42,465.393,1,100,0,5
BFV,bbboooaaatttsss,1024,256,0.1,23.5,0.078,25.5,13.682,25.422,1.416,1.695,6.07,6,526.654,526.629,9,15,87.123,246,18,234.604,1,100,0,2
BFV,bloodbowl_one,1024,256,0.9,62,0,229.5,103.421,229.5,35.726,58.894,88.301,3,209.745,209.745,13,11,26.006,323,39,308.037,1,100,77.65,5
BFV,bloodbowl_two,1024,256,0.9,62,0,229.5,103.421,229.5,35.726,58.894,88.301,3,209.745,209.745,44,11,26.006,314,33,299.454,1,100,77.65,5
BFV,Crossroads,1024,256,0.6,71,49.083,99.131,82.53,50.048,5.521,4.191,93.335,6,164.463,146.773,33,20,25.912,68,28,64.85,1,100,67.651,8
BFV,cu_lao_thu,2048,512,0.6,80,62.911,153,79.186,90.089,3.489,3.359,21.949,6,630.873,589.952,54,0,0,421,43,100.374,1,100,24.503,10
BFV,dawn_at_hawk_hill,1024,256,1,75,0,180.004,118.148,180.004,30.5,45.752,86.214,5,157.752,126.272,40,35,30.304,992,87,946.045,1,100,81.241,6
BFV,Defense_of_Con_Thien,2048,512,0.35,15,5.257,89.25,38.285,83.993,15.479,10.207,97.277,8,194.953,131.896,34,39,25.675,429,97,102.282,1,100,64.554,7
BFV,Dogs_of_War,1024,256,0.6,75,15.642,153,117.136,137.358,10.041,12.497,96.526,3,242.212,242.212,64,10,49.703,1880,89,1792.908,1,100,39.56,4
BFV,Dragon_Mountain,1024,256,0.6,73,0,132.038,80.98,132.038,15.922,15.549,88.614,5,294.875,186.454,39,36,12.87,934,117,890.732,1,100,62.013,12
BFV,Echoes,1024,256,0.6,75,101.004,147.717,124.206,46.713,3.72,4.214,100,5,258.751,185.294,52,15,20.62,243,60,231.743,1,100,61.916,3
BFV,egles_nest,2048,512,2,224,1.023,510,256.101,508.977,4.757,6.303,96.877,3,305.766,305.766,10,9,57.066,16,5,3.815,1,100,0,1
BFV,EMP,1024,256,0.9,75,114.3,114.3,114.3,0,0,0,100,3,7.667,7.667,207,5,98.698,25,1,23.842,1,100,0,1
BFV,Fall_of_Saigon,2048,512,0.35,25,18.9,69.814,41.692,50.914,11.241,5.643,90.435,6,323.724,193.548,40,30,26.109,483,124,115.156,1,100,64.802,7
BFV,golgoth,2048,512,0.5,75,62.666,127.5,65.765,64.834,2.615,3.182,10.147,8,174.526,119.802,55,49,23.189,1584,110,377.655,1,100,24.294,6
BFV,Go_Noi_Island,1024,256,0.6,78,55.516,110.545,77.084,55.029,2.039,2.533,11.382,4,171.518,127.554,14,28,15.962,632,100,602.722,1,100,82.837,10
BFV,hon_khoai_island,1024,256,0.4,73,48.977,84.041,52.143,35.064,1.425,1.892,3.548,4,156.032,133.892,11,28,36.756,526,83,501.633,1,100,84.669,7
BFV,Ho_Chi_Minh_Trail,1024,256,0.35,24,0.7,85.297,41.98,84.597,18.116,24.411,96.26,5,162.595,149.413,17,35,19.042,176,37,167.847,0,0,78.796,7
BFV,Ho_Chi_Minh_Trail_alt,1024,256,0.35,24.5,0.7,85.297,41.967,84.597,18.121,24.552,96.043,6,156.141,108.13,13,42,26.091,201,43,191.689,0,0,86.85,7
BFV,Hue,1024,256,0.35,38,25.739,71.378,42.536,45.639,10.492,10.245,84.61,6,131.114,114.395,16,42,13.993,796,116,759.125,0,0,79.7,9
BFV,Hue_alt,1024,256,0.35,38,12.163,71.378,42.518,59.216,10.625,10.608,84.514,6,131.463,95.418,14,42,10.803,725,116,691.414,0,0,79.367,9
BFV,Ia_Drang,2048,512,0.5,24,5.217,105.311,43.035,100.094,14.435,14.682,87.239,6,283.207,210.658,17,44,22.906,633,69,150.919,0,0,64.145,5
BFV,ia_drang_lake,2048,512,0.5,28,2.793,105.311,42.92,102.518,14.582,14.926,83.744,5,192.074,189.901,16,27,17.367,644,69,153.542,0,0,73.93,5
BFV,Khe_Sahn,2048,512,0.55,15,3.3,98.267,30.606,94.967,13.391,10.008,95.826,6,356.47,243.671,27,46,16.965,556,102,132.561,0,0,63.273,9
BFV,kontum_city,1024,256,1,74,0.328,190.25,113.449,189.922,27.577,41.556,86.406,6,372.5,305.804,49,38,26.656,1138,131,1085.281,1,100,30.153,12
BFV,Landing_Zone_Albany,2048,512,0.5,24,0,105.311,43.027,105.311,14.469,14.795,87.24,6,240.908,158.28,21,42,25.691,458,45,109.196,1,25,92.794,3
BFV,Lang_Vei,2048,512,0.55,15,3.3,98.267,31.044,94.967,13.173,9.198,97.166,5,218.195,184.061,18,35,23.618,429,77,102.282,1,25,92.682,5
BFV,mavry_nuxta,1024,256,0.7,75,51.967,178.385,91.871,126.418,11.557,19.119,93.485,5,124.492,120,24,20,26.827,90,7,85.831,1,100,0,1
BFV,my_lai_massacre,1024,256,0.6,153,51.476,95.644,74.262,44.168,12.127,2.307,0,5,45.417,37.634,6,15,11.632,149,46,142.098,1,100,97.124,2
BFV,Oblivion,2048,512,0.6,75,62.292,134.583,84.315,72.291,7.728,2.199,89.481,7,400.524,369.402,121,33,66.469,2008,149,478.745,1,100,20.441,10
BFV,one_last_stand,1024,256,0.6,75,61.397,125.709,71.022,64.313,2.718,2.776,8.948,2,402.409,402.409,8,10,30.56,130,30,123.978,1,100,0,4
BFV,Operation_Cedar_Falls,2048,512,0.5,4,0,73.832,17.258,73.832,10.647,4.961,94.655,7,197.491,102.722,18,49,23.547,1259,143,300.169,0,0,60.724,8
BFV,Operation_Flaming_Dart,2048,512,0.35,18,8.385,87.065,23.035,78.68,9.651,8.827,44.503,3,181.038,181.038,12,22,26.532,574,92,136.852,0,0,47.628,7
BFV,Operation_Flying_Tank,2048,512,0.6,152,74.688,153,87.983,78.312,4.722,7.164,11.042,8,991,304.032,59,12,40.114,668,64,159.264,1,100,0,5
BFV,Operation_Game_Warden,2048,512,0.35,35,24.817,84.239,45.381,59.422,11.784,5.914,82.581,6,254.607,136.011,22,42,21.487,757,99,180.483,1,49.027,73.547,7
BFV,Operation_Hastings,2048,512,0.35,42,34.147,89.599,61.473,55.452,16.177,11.814,92.445,6,261.153,210.189,21,44,35.276,656,82,156.403,0,0,45.169,6
BFV,Operation_Irving,2048,512,0.35,30,19.249,89.599,50.103,70.35,11.593,10.611,70.42,5,166.596,148.67,23,35,25.267,842,84,200.748,0,0,64.789,7
BFV,Operation_Phoenix,1024,256,0.6,75,3.016,144.724,84.077,141.708,27.825,41.356,68.288,6,364.717,358.224,57,41,21.91,951,113,906.944,1,100,33.653,9
BFV,outposts,1024,256,0.6,12,0.682,116.791,48.277,116.109,19.04,26.764,92.287,6,282.791,251.076,24,43,28.663,394,75,375.748,1,100,24.678,9
BFV,Provina_Jungles,1024,256,0.6,75,65.468,120.466,83.936,54.998,15.577,9.419,94.643,5,184.723,142.842,4,40,16.979,77,57,73.433,1,100,64.587,4
BFV,Quang_Tri,1024,256,0.35,38,30.826,44.498,42.537,13.672,0.727,0.492,99.312,5,150.193,138.518,8,35,16.601,510,75,486.374,1,25,92.018,4
BFV,Quang_Tri_alt,1024,256,0.35,38,30.826,47.487,42.576,16.661,0.753,0.458,99.623,5,137.931,103.35,10,35,14.142,471,74,449.181,1,25,91.431,5
BFV,racers,1024,256,0.6,68,0,135.251,73.052,135.251,44.568,70.848,69.897,6,27.042,16.27,20,16,10.903,51,13,48.637,1,100,0,2
BFV,racers_II,1024,256,0.6,20,0.319,92.133,42.946,91.814,14.999,15.285,95.595,2,20.353,20.353,11,2,10.098,8,4,7.629,1,100,53.188,2
BFV,racers_III,2048,512,0.6,75,4.795,153,78.185,148.205,39.375,71.475,60.839,0,0,0,0,0,0,2,1,0.477,1,100,0,2
BFV,Raceway,1024,256,1,75,0.688,222.543,106.535,221.856,34.274,54.065,69.646,6,80.731,12.182,49,20,23.754,439,51,418.663,1,100,19.803,11
BFV,RFGNEDTGB,1024,256,0.6,75,62.241,85.95,76.227,23.709,6.627,0,69.624,2,120,120,0,2,10,2047,1,1952.171,1,100,0,2
BFV,RTFI,1024,256,0.6,75,0,116.262,73.177,116.262,23.763,33.156,51.567,4,160.814,120,0,3,10,38,12,36.24,1,100,0,2
BFV,RTFT,1024,256,0.6,75,0,153,75.602,153,16.744,14.684,52.347,8,120,83.468,175,9,10,181,23,172.615,1,100,0,2
BFV,Saigon68,1024,256,0.7,7.5,0,65.116,23.664,65.116,15.931,12.821,89.191,6,75.418,63.349,36,66,30.471,1981,149,1889.229,1,39.063,60.057,7
BFV,sea,2048,512,1.4,75,177.8,177.8,177.8,0,0,0,100,2,120,120,0,2,10,0,0,0,1,100,0,1
BFV,SEA_FRONT,1024,256,0.6,88,76.2,96.67,77.441,20.47,0.795,0.155,6.229,2,1343.931,1343.931,20,2,10,0,0,0,1,100,0,1
BFV,sea_war,1024,256,1,210,127,255,130.163,128,1.331,1.818,2.231,4,44.086,41.227,7,6,29.195,375,24,357.628,1,100,0,2
BFV,Sewers,1024,256,0.6,0,3.703,123.26,75.768,119.557,3.963,6.079,100,2,120,120,0,2,10,4,2,3.815,1,100,0,1
BFV,ship,1024,256,0.6,107,76.113,76.2,76.199,0.087,0.002,0,0,5,44.086,41.227,3,4,10,375,24,357.628,1,100,0,2
BFV,snow,1024,256,0.6,58,63,85.015,75.318,22.015,6.393,0,100,2,827.431,827.431,4,2,15.302,502,2,478.745,1,100,0,2
BFV,SSA,1024,256,0.2,75,25.4,25.4,25.4,0,0,0,0,2,120,120,0,2,10,0,0,0,1,100,0,1
BFV,st_vs_sp_mission_A,2048,512,0.4,75,50.8,50.8,50.8,0,0,0,0,2,120,120,0,2,10,0,0,0,1,100,0,1
BFV,sunny_quang,1024,256,0.35,38,30.826,44.498,42.536,13.672,0.725,0.492,99.312,5,156.963,141.473,39,35,17.856,611,85,582.695,1,25,91.626,4
BFV,Supremecy,2048,512,0.6,75,75.206,146.902,76.63,71.695,0.617,0.815,100,5,400.973,192.657,81,12,59.156,1290,71,307.56,1,100,42.621,4
BFV,sv,1024,256,0.6,75,55.423,96.363,76.69,40.941,10.598,0.509,66.954,2,120,120,0,2,10,0,0,0,1,100,0,2
BFV,sv_sp___st___,1024,256,0.6,75,0,110.496,70.922,110.496,11.258,12.654,53.059,8,169.03,104.873,1,2,95.599,25,8,23.842,1,100,0,1
BFV,TEST_AV,1024,256,0.7,75,0,88.9,85.881,88.9,2.646,4.106,94.676,3,16.381,16.381,11,3,10,23,3,21.935,1,100,0,1
BFV,thasos,2048,512,0.6,72,0.136,153,74.777,152.864,3.829,5.165,74.978,3,130.938,130.938,10,4,31.154,252,25,60.081,1,100,0,1
BFV,the_big_fortress,1024,256,0.8,75,22.969,203.206,39.026,180.238,2.788,4.023,18.318,3,789.656,789.656,9,3,10.772,13,4,12.398,1,100,0,1
BFV,the_big_rocket,1024,256,0.6,75,0,153,75.073,153,4.147,3.665,82.722,4,285.057,285.054,8,4,10,29,7,27.657,1,100,32.578,2
BFV,The_Cliffs_of_Insanity,2048,512,1.7,175,0,433.5,153.532,433.5,48.245,81.74,18.403,8,142.609,58.899,8,46,20.555,703,101,167.608,1,100,76.614,5
BFV,the_hill,1024,256,1.1,77.5,27.612,280.5,104.434,252.888,19.056,25.135,52.899,8,143.278,52.883,6,20,22.806,357,23,340.462,1,100,0,1
BFV,the_provident_islands,2048,512,1.5,170,7.523,382.5,147.574,374.977,25.654,37.797,20.317,8,473.647,332.865,39,0,0,948,63,226.021,1,100,21.312,6
BFV,tipota,1024,256,2,75,0,254,247.616,254,2.353,3.191,97.897,2,120,120,0,2,10,2,1,1.907,1,100,0,1
BFV,tko_adventure_lvl_i,1024,256,0.6,88,51.384,153,81.296,101.616,14.68,10.864,12.785,8,138.682,76.881,127,0,0,230,29,219.345,1,100,1.404,8
BFV,town,2048,512,0.6,75,0,153,78.542,153,5.818,7.721,92.657,3,120,120,0,3,10,92,13,21.935,1,100,0,1
BFV,trail,1024,256,0.35,24,0.7,85.084,37.314,84.384,18.993,24.626,82.521,5,174.726,144.765,46,35,19.73,176,37,167.847,0,0,19.586,7
BFV,Trenches__,1024,256,0.6,52,49.627,92.74,76.557,43.113,6.865,0.943,99.983,2,522.257,522.257,11,5,27.056,103,14,98.228,1,100,0,2
BFV,Tunnels,1024,256,0.6,75,70.216,153,79.114,82.784,3.31,5.009,99.992,2,120,120,0,2,10,2,2,1.907,1,100,0,1
BFV,underpass,1024,256,0.9,116,114.3,114.3,114.3,0,0,0,0,2,120,120,0,2,10,0,0,0,1,100,0,1
BFV,Under_A,1024,256,0.6,75,73.896,92.173,76.224,18.277,0.191,0.232,99.968,2,120,120,0,2,10,9,1,8.583,1,100,0,1
BFV,usattack,1024,256,0.6,75,52.254,109.756,64.759,57.502,5.887,5.396,18.662,4,181.411,178.072,34,15,24.955,257,79,245.094,1,100,64.89,5
BFV,VERLIN,2048,512,0.6,75,76.2,76.2,76.2,0,0,0,100,2,120,120,0,2,10,309,10,73.671,1,100,0,1
BFV,world_i_i,1024,256,0.6,75,1.741,153,78.3,151.259,20.688,21.542,57.019,3,263.503,263.503,13,2,20.553,5,2,4.768,1,100,0,3
BFV,world_i_ii,1024,256,0.6,75,25.317,153,126.117,127.683,5.691,7.151,99.434,2,738.074,738.074,18,0,0,24,13,22.888,1,100,0,4
